MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,HomeTeamPoints,AwayTeamPoints,HomeGoalScoringForm,AwayGoalScoringForm,HomeGoalsConceded,AwayGoalsConceded,HomeWinningForm,AwayWinningForm,HomeRecentGoalScoringForm,HomeRecentGoalsConceded,HomeRecentWinningForm,AwayRecentGoalScoringForm,AwayRecentGoalsConceded,AwayRecentWinningForm,HomeDaysSinceLastMatch,AwayDaysSinceLastMatch,HomeEloBefore,HomeEloAfter,AwayEloBefore,HomeTiltBefore,AwayTiltBefore,Matchup,H2H_TotalMatches,H2H_HomeGoalsScored,H2H_AwayGoalsScored,H2H_HomeWinRate,HomeGoalDifferenceForm,AwayGoalDifferenceForm,HomeSeasonToDateGoalsScored,HomeSeasonToDateGoalsConceded,HomeSeasonToDateGoalDifference,HomeSeasonToDatePoints,AwaySeasonToDateGoalsScored,AwaySeasonToDateGoalsConceded,AwaySeasonToDateGoalDifference,AwaySeasonToDatePoints,HomeAvgShotsTaken,HomeAvgShotsOnTarget,HomeAvgCornersTaken,AwayAvgShotsTaken,AwayAvgShotsOnTarget,AwayAvgCornersTaken
2003-2004_Leicester_Aston Villa,2003-2004,22,2004-01-31,Leicester,Aston Villa,0,5,A,0.0,0.0,D,13.0,14.0,9.0,10.0,5.0,9.0,12.0,7.0,0.0,1.0,0.0,0.0,0,3,0.6,0.6,1.8,1.4,0.6,0.8,1.2,2.0,0.8,1.0,0.8,1.4,14.0,13.0,1434.6941421079307,0,1514.6404736951165,1.032024795921363,0.880197851414831,Leicester vs Aston Villa,5,1.2,1.4,0.4,-0.8,0.19999999999999996,31.0,38.0,-7.0,20.0,21.0,27.0,-6.0,27.0,8.4,6.0,6.0,12.6,6.4,6.2
2003-2004_Liverpool_Everton,2003-2004,22,2004-01-31,Liverpool,Everton,0,0,D,0.0,0.0,D,21.0,6.0,9.0,4.0,8.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,1,1,1.8,1.2,1.2,2.0,1.8,0.6,1.2,1.0,1.6,1.0,1.4,0.8,10.0,14.0,1623.9579634710317,0,1486.9030273887622,0.9874517721647209,0.9550870846964733,Liverpool vs Everton,5,1.8,0.6,0.8,0.19999999999999996,-0.3999999999999999,32.0,24.0,8.0,33.0,25.0,29.0,-4.0,24.0,10.2,5.6,4.8,12.4,5.6,5.8
2003-2004_Man United_Southampton,2003-2004,22,2004-01-31,Man United,Southampton,3,2,H,2.0,1.0,H,12.0,17.0,7.0,11.0,1.0,10.0,9.0,11.0,0.0,2.0,0.0,0.0,3,0,2.4,0.6,0.8,1.2,2.6,0.8,1.2,0.8,2.0,0.6,1.2,0.8,14.0,14.0,1782.653932296746,0,1515.7940682769847,1.0625741949442917,0.8339634999091572,Man United vs Southampton,5,2.6,0.8,0.8,0.3999999999999999,-0.6,40.0,15.0,25.0,50.0,21.0,18.0,3.0,30.0,13.4,7.4,5.8,10.6,6.2,4.4
2003-2004_Portsmouth_Wolves,2003-2004,22,2004-01-31,Portsmouth,Wolves,0,0,D,0.0,0.0,D,17.0,8.0,10.0,4.0,6.0,6.0,9.0,6.0,0.0,1.0,0.0,0.0,1,1,2.6,0.8,1.4,3.0,1.8,0.0,1.4,1.6,1.2,1.4,1.2,1.6,14.0,10.0,1451.1630472599884,0,1438.7490982895563,0.9929652754628906,1.0284125990929804,Portsmouth vs Wolves,1,0.0,0.0,0.5,-0.20000000000000018,0.19999999999999996,25.0,33.0,-8.0,22.0,20.0,44.0,-24.0,19.0,9.4,5.2,2.8,9.6,5.0,4.8
2003-2004_Arsenal_Man City,2003-2004,22,2004-02-01,Arsenal,Man City,2,1,H,1.0,0.0,H,11.0,9.0,9.0,8.0,5.0,4.0,13.0,13.0,2.0,2.0,0.0,1.0,3,0,2.0,0.8,0.4,2.4,2.6,0.2,2.2,0.4,2.6,1.4,2.0,0.6,14.0,15.0,1804.2644968839431,0,1454.3088524165823,1.107812998496563,1.0322457016695017,Arsenal vs Man City,5,3.6,0.6,1.0,1.8000000000000003,-0.6000000000000001,42.0,14.0,28.0,52.0,31.0,33.0,-2.0,23.0,14.8,9.2,6.0,13.6,7.2,4.6
2003-2004_Blackburn_Chelsea,2003-2004,22,2004-02-01,Blackburn,Chelsea,2,3,A,1.0,2.0,A,13.0,17.0,7.0,9.0,5.0,6.0,9.0,14.0,2.0,0.0,0.0,0.0,0,3,1.6,1.8,1.8,1.0,1.4,2.0,1.8,1.8,1.2,1.8,1.0,1.4,15.0,14.0,1509.888792042672,0,1686.8175505429697,1.042639976769158,1.0111786512409007,Blackburn vs Chelsea,5,1.2,1.2,0.5,0.0,0.8,32.0,36.0,-4.0,23.0,40.0,17.0,23.0,46.0,9.4,4.8,7.0,13.2,6.6,5.8
2003-2004_Middlesbrough_Blackburn,2003-2004,23,2004-02-07,Middlesbrough,Blackburn,0,1,A,0.0,1.0,A,15.0,6.0,7.0,2.0,8.0,3.0,6.0,12.0,0.0,1.0,0.0,0.0,0,3,1.0,1.6,1.0,0.8,1.2,1.6,1.8,1.8,1.4,1.8,2.0,1.0,7.0,6.0,1532.1461850334751,0,1500.1372990890086,0.8725707803798213,1.0581665647675385,Middlesbrough vs Blackburn,5,1.0,1.2,0.5,0.0,-0.19999999999999996,23.0,26.0,-3.0,28.0,34.0,39.0,-5.0,23.0,10.8,4.8,5.6,9.4,4.2,5.2
2003-2004_Everton_Man United,2003-2004,23,2004-02-07,Everton,Man United,3,4,A,0.0,3.0,A,12.0,19.0,8.0,9.0,7.0,7.0,11.0,14.0,1.0,0.0,0.0,0.0,0,3,1.0,1.0,0.8,0.8,1.6,1.8,0.6,0.8,1.0,1.2,0.8,2.0,7.0,7.0,1494.2795219828213,0,1786.8225989139228,0.9359853430025438,1.0854326271548858,Everton vs Man United,5,0.8,2.8,0.0,-0.20000000000000007,0.3999999999999999,25.0,29.0,-4.0,25.0,43.0,17.0,26.0,53.0,11.6,5.2,6.0,12.0,6.6,4.6
2003-2004_Aston Villa_Leeds,2003-2004,23,2004-02-07,Aston Villa,Leeds,2,0,H,1.0,0.0,H,15.0,7.0,7.0,4.0,3.0,10.0,15.0,16.0,2.0,2.0,0.0,0.0,3,0,1.8,0.8,1.0,1.4,2.4,0.8,2.0,0.8,1.8,0.4,2.0,0.0,7.0,7.0,1545.2976479616361,0,1379.15884654006,0.8982384449484416,1.0722891786663251,Aston Villa vs Leeds,5,0.4,1.0,0.3,1.2,-1.6,26.0,27.0,-1.0,30.0,19.0,47.0,-28.0,17.0,12.8,7.6,7.0,8.8,4.0,6.0
2003-2004_Bolton_Liverpool,2003-2004,23,2004-02-07,Bolton,Liverpool,2,2,D,1.0,0.0,H,12.0,11.0,6.0,6.0,3.0,5.0,15.0,15.0,3.0,2.0,0.0,0.0,1,1,1.4,1.2,1.0,1.2,1.6,1.2,2.0,1.6,2.0,0.8,0.6,1.6,7.0,7.0,1558.280189421535,0,1616.5814688769726,0.9644550418272667,0.9677027367214265,Bolton vs Liverpool,5,1.2,2.0,0.3,0.3999999999999999,0.20000000000000007,28.0,34.0,-6.0,32.0,32.0,24.0,8.0,34.0,14.6,7.8,5.6,12.2,5.6,5.0
2003-2004_Wolves_Arsenal,2003-2004,23,2004-02-07,Wolves,Arsenal,1,3,A,1.0,1.0,D,12.0,10.0,5.0,7.0,6.0,4.0,18.0,18.0,2.0,1.0,0.0,0.0,0,3,1.6,1.2,1.0,0.6,1.8,1.8,0.8,1.0,1.2,2.0,0.6,2.6,7.0,6.0,1441.4151081635828,0,1806.992402729337,1.007844347111121,1.1070388919964105,Wolves vs Arsenal,1,0.0,3.0,0.0,-0.19999999999999996,1.4,20.0,44.0,-24.0,20.0,44.0,15.0,29.0,55.0,9.0,5.0,4.8,14.0,9.0,4.2
2003-2004_Newcastle_Leicester,2003-2004,23,2004-02-07,Newcastle,Leicester,3,1,H,2.0,0.0,H,15.0,7.0,9.0,3.0,9.0,1.0,17.0,11.0,1.0,2.0,0.0,0.0,3,0,1.8,1.8,0.6,1.6,2.0,1.2,1.0,0.6,1.6,1.0,2.8,0.6,7.0,7.0,1624.0936861921962,0,1404.036967841411,1.0102641134016201,1.053177244578103,Newcastle vs Leicester,5,0.8,0.4,0.7,0.4,-1.7999999999999998,31.0,24.0,7.0,34.0,31.0,43.0,-12.0,20.0,9.8,6.2,5.2,9.8,6.8,5.8
2003-2004_Southampton_Fulham,2003-2004,23,2004-02-07,Southampton,Fulham,0,0,D,0.0,0.0,D,11.0,11.0,6.0,8.0,17.0,3.0,12.0,18.0,1.0,2.0,0.0,0.0,1,1,1.6,0.8,0.8,2.2,2.0,0.2,1.0,1.4,0.8,1.2,2.0,1.2,7.0,7.0,1511.625401659808,0,1533.1826175323774,0.8519039865306891,0.9718586427938475,Southampton vs Fulham,5,1.6,1.8,0.4,-0.3999999999999999,-0.8,23.0,21.0,2.0,30.0,36.0,33.0,3.0,34.0,12.8,8.0,5.4,12.2,6.6,4.6
2003-2004_Tottenham_Portsmouth,2003-2004,23,2004-02-07,Tottenham,Portsmouth,4,3,H,2.0,1.0,H,15.0,16.0,13.0,9.0,6.0,5.0,16.0,13.0,1.0,0.0,0.0,0.0,3,0,2.4,0.2,1.4,1.8,1.8,0.2,1.6,1.0,1.8,1.0,1.6,0.8,7.0,7.0,1465.623450866114,0,1448.497037385962,1.0453364075280087,0.9731059699536327,Tottenham vs Portsmouth,1,0.0,2.0,0.0,0.6000000000000001,-0.6000000000000001,27.0,33.0,-6.0,27.0,25.0,33.0,-8.0,23.0,11.0,6.2,7.0,10.8,5.6,3.4
2003-2004_Chelsea_Charlton,2003-2004,23,2004-02-08,Chelsea,Charlton,1,0,H,1.0,0.0,H,16.0,5.0,6.0,0.0,4.0,3.0,9.0,17.0,2.0,0.0,0.0,0.0,3,0,1.0,1.0,0.6,0.8,1.4,1.6,2.0,0.6,2.0,1.2,0.6,2.0,7.0,8.0,1696.5690434966332,0,1567.6359070506132,1.026236729446597,0.951003770479341,Chelsea vs Charlton,5,2.0,2.0,0.4,1.4,0.6,43.0,19.0,24.0,49.0,32.0,25.0,7.0,37.0,13.6,6.8,5.8,10.0,5.4,5.8
2003-2004_Man City_Birmingham,2003-2004,23,2004-02-08,Man City,Birmingham,0,0,D,0.0,0.0,D,21.0,7.0,12.0,2.0,11.0,5.0,11.0,10.0,0.0,1.0,0.0,0.0,1,1,1.0,0.8,1.2,1.6,0.8,0.8,1.4,2.0,0.6,0.8,1.4,1.0,7.0,8.0,1451.5809465711884,0,1511.3679527733398,1.0315243993301166,0.8923976985215618,Man City vs Birmingham,3,1.3333333333333333,0.6666666666666666,0.6666666666666666,-0.6000000000000001,-0.5999999999999999,32.0,35.0,-3.0,23.0,20.0,26.0,-6.0,31.0,13.6,7.8,4.8,8.4,3.4,3.8
2003-2004_Arsenal_Southampton,2003-2004,24,2004-02-10,Arsenal,Southampton,2,0,H,1.0,0.0,H,11.0,10.0,6.0,6.0,5.0,9.0,13.0,12.0,2.0,3.0,0.0,0.0,3,0,2.0,1.0,0.4,1.8,2.6,0.6,2.4,0.8,2.6,1.0,1.2,1.0,3.0,3.0,1812.9253654136967,0,1510.4001638620985,1.1140979088468463,0.8348659068000753,Arsenal vs Southampton,5,2.4,1.0,0.7,1.5999999999999999,-0.19999999999999996,47.0,16.0,31.0,58.0,23.0,21.0,2.0,31.0,12.6,8.6,4.4,13.8,8.6,8.4
2003-2004_Leeds_Wolves,2003-2004,24,2004-02-10,Leeds,Wolves,4,1,H,2.0,1.0,H,20.0,11.0,8.0,5.0,4.0,3.0,15.0,14.0,1.0,2.0,0.0,0.0,3,0,0.8,0.8,1.4,2.6,1.0,0.2,0.2,1.8,0.0,0.6,1.2,1.0,3.0,3.0,1369.667777730349,0,1435.4821454792232,1.0672248181889439,1.0142708514374903,Leeds vs Wolves,1,1.0,3.0,0.0,-1.6,-0.6,19.0,49.0,-30.0,17.0,21.0,47.0,-26.0,20.0,8.4,4.0,6.0,9.4,5.0,5.6
2003-2004_Leicester_Bolton,2003-2004,24,2004-02-10,Leicester,Bolton,1,1,D,1.0,1.0,D,15.0,9.0,15.0,9.0,8.0,7.0,16.0,13.0,1.0,2.0,0.0,0.0,1,1,0.4,2.0,2.6,2.0,0.4,1.8,0.8,3.0,0.4,2.0,1.6,2.0,3.0,3.0,1396.6366573375462,0,1558.6385162810732,1.0612435555579922,0.9755769824177547,Leicester vs Bolton,3,1.3333333333333333,3.0,0.3333333333333333,-2.2,0.3999999999999999,32.0,46.0,-14.0,20.0,30.0,36.0,-6.0,33.0,9.8,6.2,4.6,14.0,7.4,5.6
2003-2004_Birmingham_Everton,2003-2004,24,2004-02-11,Birmingham,Everton,3,0,H,2.0,0.0,H,15.0,5.0,11.0,3.0,8.0,11.0,10.0,14.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,2.0,1.6,1.4,0.8,0.8,1.2,1.2,1.0,1.6,0.4,3.0,4.0,1510.94552547704,0,1488.3268809464082,0.8745497445511305,0.9647126012867945,Birmingham vs Everton,3,0.6666666666666666,1.0,0.3333333333333333,-0.3999999999999999,-0.6000000000000001,20.0,26.0,-6.0,32.0,28.0,33.0,-5.0,25.0,8.8,3.4,4.4,10.8,5.6,6.4
2003-2004_Blackburn_Newcastle,2003-2004,24,2004-02-11,Blackburn,Newcastle,1,1,D,0.0,0.0,D,17.0,14.0,7.0,7.0,8.0,6.0,12.0,10.0,0.0,0.0,0.0,0.0,1,1,1.6,0.6,2.2,0.6,0.8,1.0,1.8,2.0,1.0,1.6,0.6,2.2,4.0,4.0,1518.6135852510022,0,1631.493996696061,1.0454348841408816,1.018001751631531,Blackburn vs Newcastle,5,2.0,2.2,0.5,-0.19999999999999996,1.0,35.0,39.0,-4.0,26.0,34.0,25.0,9.0,37.0,8.4,4.0,4.2,9.8,5.8,5.4
2003-2004_Charlton_Tottenham,2003-2004,24,2004-02-11,Charlton,Tottenham,2,4,A,0.0,2.0,A,18.0,12.0,14.0,10.0,10.0,4.0,13.0,14.0,3.0,0.0,0.0,0.0,0,3,1.4,0.4,1.0,1.8,1.4,0.6,1.0,0.8,1.4,2.4,1.4,2.4,3.0,4.0,1559.7435114816533,0,1477.760900365321,0.9391528128695426,1.0773534981775321,Charlton vs Tottenham,5,1.4,0.8,0.7,0.19999999999999996,1.0,32.0,26.0,6.0,37.0,31.0,36.0,-5.0,30.0,9.0,3.8,4.2,10.4,7.0,6.0
2003-2004_Fulham_Aston Villa,2003-2004,24,2004-02-11,Fulham,Aston Villa,1,2,A,1.0,2.0,A,13.0,10.0,6.0,3.0,6.0,5.0,16.0,17.0,2.0,1.0,1.0,0.0,0,3,1.6,1.4,0.8,1.0,2.4,1.4,1.2,1.4,1.4,1.8,0.8,1.8,4.0,4.0,1534.407855330087,0,1554.7887167713473,0.9524214699379705,0.8939961161341948,Fulham vs Aston Villa,5,0.6,1.8,0.3,-0.19999999999999996,1.0,36.0,33.0,3.0,35.0,28.0,27.0,1.0,33.0,12.6,7.6,4.6,13.4,7.4,6.0
2003-2004_Liverpool_Man City,2003-2004,24,2004-02-11,Liverpool,Man City,2,1,H,1.0,0.0,H,12.0,6.0,7.0,3.0,6.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,3,0,1.6,1.0,0.8,2.2,2.0,0.2,1.0,1.0,1.2,1.0,1.6,0.6,4.0,3.0,1616.2231420174344,0,1452.003373867488,0.9788621292076508,1.0108939113435143,Liverpool vs Man City,5,2.0,1.4,0.6,0.0,-0.6000000000000001,34.0,26.0,8.0,35.0,32.0,35.0,-3.0,24.0,13.6,6.6,5.4,14.6,8.6,5.6
2003-2004_Man United_Middlesbrough,2003-2004,24,2004-02-11,Man United,Middlesbrough,2,3,A,1.0,2.0,A,23.0,12.0,13.0,8.0,10.0,5.0,13.0,17.0,1.0,1.0,0.0,0.0,0,3,2.6,1.8,1.0,1.2,2.6,2.0,1.8,1.4,2.0,1.8,1.8,1.4,4.0,4.0,1792.7752399503358,0,1513.6698988714816,1.1187467208675117,0.8620721567511402,Man United vs Middlesbrough,5,0.8,0.8,0.6,0.40000000000000013,0.0,47.0,20.0,27.0,56.0,23.0,27.0,-4.0,28.0,13.8,7.2,5.6,11.6,5.8,6.4
2003-2004_Portsmouth_Chelsea,2003-2004,24,2004-02-11,Portsmouth,Chelsea,0,2,A,0.0,1.0,A,11.0,10.0,5.0,4.0,9.0,10.0,8.0,13.0,1.0,2.0,0.0,0.0,0,3,1.4,2.2,1.2,1.4,1.4,2.0,1.6,1.8,0.8,1.6,0.6,2.0,4.0,3.0,1436.3595878867548,0,1704.4614390655931,1.002910750335553,1.013448254410205,Portsmouth vs Chelsea,1,0.0,3.0,0.0,-0.19999999999999996,1.0,28.0,37.0,-9.0,23.0,44.0,19.0,25.0,52.0,12.6,6.8,4.2,13.8,6.4,5.2
2003-2004_Southampton_Everton,2003-2004,25,2004-02-21,Southampton,Everton,3,3,D,0.0,2.0,A,9.0,12.0,5.0,6.0,6.0,5.0,14.0,19.0,1.0,0.0,0.0,0.0,1,1,1.0,1.0,0.4,1.8,1.6,0.8,1.0,1.6,0.8,0.8,2.0,0.2,11.0,10.0,1505.4718718669112,0,1467.6987231102817,0.8313760670112639,0.9706560628949984,Southampton vs Everton,5,0.4,1.0,0.3,-0.6000000000000001,-1.2,23.0,23.0,0.0,31.0,28.0,36.0,-8.0,25.0,13.0,7.0,9.4,10.2,5.4,7.6
2003-2004_Wolves_Fulham,2003-2004,25,2004-02-21,Wolves,Fulham,2,1,H,1.0,0.0,H,12.0,9.0,10.0,5.0,8.0,6.0,13.0,16.0,1.0,0.0,0.0,0.0,3,0,1.6,0.8,1.4,2.2,1.6,0.2,0.8,1.6,1.0,1.2,1.4,1.4,11.0,10.0,1408.31962240787,0,1518.1321832246163,1.0284543292399029,0.9580617786816747,Wolves vs Fulham,1,0.0,0.0,0.5,-0.8,-0.19999999999999996,22.0,51.0,-29.0,20.0,37.0,35.0,2.0,35.0,10.2,5.2,5.2,13.4,8.0,5.6
2003-2004_Chelsea_Arsenal,2003-2004,25,2004-02-21,Chelsea,Arsenal,1,2,A,1.0,2.0,A,10.0,9.0,4.0,7.0,11.0,5.0,16.0,18.0,4.0,2.0,1.0,0.0,0,3,1.0,1.6,0.6,0.6,1.4,2.2,2.0,0.4,2.6,2.6,0.6,3.0,10.0,11.0,1713.8695095056696,0,1817.853657408884,1.007851007620784,1.1094408457433504,Chelsea vs Arsenal,5,1.2,1.8,0.2,1.6,2.0,46.0,19.0,27.0,55.0,49.0,16.0,33.0,61.0,14.0,6.8,5.6,13.0,8.8,4.6
2003-2004_Bolton_Man City,2003-2004,25,2004-02-21,Bolton,Man City,1,3,A,1.0,2.0,A,16.0,17.0,11.0,13.0,12.0,11.0,9.0,10.0,0.0,2.0,0.0,0.0,0,3,1.4,1.2,1.4,2.6,1.2,0.0,2.0,1.4,2.2,1.0,1.8,0.4,11.0,10.0,1553.9638286413524,0,1445.2344466417815,0.9699307085989837,1.0132242912962537,Bolton vs Man City,3,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6000000000000001,-0.8,31.0,37.0,-6.0,34.0,33.0,37.0,-4.0,24.0,12.8,8.2,5.0,12.2,7.2,5.8
2003-2004_Newcastle_Middlesbrough,2003-2004,25,2004-02-21,Newcastle,Middlesbrough,2,1,H,0.0,1.0,A,16.0,8.0,9.0,4.0,7.0,3.0,20.0,21.0,0.0,3.0,0.0,0.0,3,0,2.2,2.0,0.6,1.6,2.4,2.0,1.6,0.8,1.8,2.0,2.0,1.4,10.0,10.0,1628.808488854698,0,1539.7478726601516,1.0117166477409163,0.8777122044247215,Newcastle vs Middlesbrough,5,2.0,0.4,0.8,0.8,0.0,35.0,26.0,9.0,38.0,26.0,29.0,-3.0,31.0,10.0,6.0,5.6,12.0,6.4,5.6
2003-2004_Charlton_Blackburn,2003-2004,25,2004-02-21,Charlton,Blackburn,3,2,H,2.0,0.0,H,11.0,18.0,7.0,12.0,8.0,12.0,7.0,6.0,0.0,0.0,0.0,0.0,3,0,1.8,1.0,1.6,0.8,1.4,1.6,1.2,1.4,1.2,1.6,1.8,1.0,10.0,10.0,1530.8383961886798,0,1521.2990930923652,0.961343561494121,1.038980409139078,Charlton vs Blackburn,5,1.0,1.6,0.4,-0.19999999999999996,-0.19999999999999996,34.0,30.0,4.0,37.0,36.0,40.0,-4.0,27.0,10.8,5.8,5.8,10.0,4.4,4.4
2003-2004_Man United_Leeds,2003-2004,25,2004-02-21,Man United,Leeds,1,1,D,0.0,0.0,D,24.0,7.0,7.0,3.0,12.0,7.0,12.0,17.0,1.0,2.0,0.0,0.0,1,1,2.2,0.6,1.6,1.8,2.0,0.2,1.8,1.8,1.4,1.0,1.8,0.6,10.0,11.0,1766.6972661616658,0,1396.8303008017022,1.1390434581092896,1.0821487997837156,Man United vs Leeds,5,1.6,1.2,0.7,0.0,-0.8,49.0,23.0,26.0,56.0,23.0,50.0,-27.0,20.0,16.2,8.4,6.4,10.6,4.6,6.2
2003-2004_Aston Villa_Birmingham,2003-2004,25,2004-02-22,Aston Villa,Birmingham,2,2,D,1.0,0.0,H,11.0,13.0,8.0,9.0,7.0,5.0,15.0,14.0,0.0,1.0,0.0,0.0,1,1,2.0,0.6,1.0,1.0,2.4,1.0,1.8,0.8,1.8,1.2,0.4,1.8,11.0,11.0,1571.064388876818,0,1531.5736833131666,0.8992904257122829,0.8799377252038877,Aston Villa vs Birmingham,3,0.0,1.6666666666666667,0.16666666666666666,1.0,0.7999999999999999,30.0,28.0,2.0,36.0,23.0,26.0,-3.0,35.0,11.8,5.4,5.2,10.0,5.0,4.8
2003-2004_Tottenham_Leicester,2003-2004,25,2004-02-22,Tottenham,Leicester,4,4,D,3.0,1.0,H,10.0,14.0,9.0,7.0,4.0,3.0,9.0,14.0,0.0,2.0,0.0,1.0,1,1,2.2,1.6,1.6,2.2,1.8,0.6,2.4,1.6,2.4,1.0,3.2,0.4,11.0,12.0,1506.6660156582946,0,1401.311344977267,1.1028097182199554,1.0551014757313069,Tottenham vs Leicester,5,2.0,1.6,0.6,0.7999999999999998,-2.2,35.0,38.0,-3.0,33.0,33.0,47.0,-14.0,21.0,10.6,7.6,6.6,11.0,7.6,5.2
2003-2004_Arsenal_Charlton,2003-2004,26,2004-02-28,Arsenal,Charlton,2,1,H,2.0,0.0,H,21.0,6.0,11.0,3.0,12.0,3.0,8.0,10.0,0.0,0.0,0.0,0.0,3,0,2.4,0.6,0.4,0.4,3.0,1.6,2.2,0.6,3.0,1.4,1.8,1.2,7.0,7.0,1830.541551258853,0,1543.2927484982347,1.1091517301183802,0.9775226129320614,Arsenal vs Charlton,5,2.2,1.0,0.7,1.6,-0.40000000000000013,51.0,17.0,34.0,64.0,37.0,32.0,5.0,40.0,10.8,7.6,4.2,11.0,6.4,6.2
2003-2004_Blackburn_Southampton,2003-2004,26,2004-02-28,Blackburn,Southampton,1,1,D,0.0,1.0,A,16.0,10.0,7.0,6.0,6.0,9.0,10.0,8.0,1.0,1.0,0.0,0.0,1,1,1.6,1.0,2.4,2.0,0.4,0.6,1.4,1.6,1.0,1.4,1.8,1.0,7.0,7.0,1508.8447407828103,0,1501.761012166637,1.056466059593061,0.8602263144819347,Blackburn vs Southampton,5,1.2,0.8,0.7,-0.20000000000000018,-0.40000000000000013,38.0,43.0,-5.0,27.0,26.0,26.0,0.0,32.0,12.0,6.2,6.0,13.0,6.8,8.6
2003-2004_Everton_Aston Villa,2003-2004,26,2004-02-28,Everton,Aston Villa,2,0,H,0.0,0.0,D,15.0,12.0,7.0,8.0,5.0,11.0,13.0,18.0,4.0,2.0,0.0,0.0,3,0,1.6,1.8,1.6,0.4,1.4,2.0,1.2,2.2,0.4,2.2,1.0,2.0,7.0,6.0,1471.4095828105558,0,1567.284000202348,1.0043395771728376,0.9147488566851782,Everton vs Aston Villa,5,1.4,1.2,0.6,-1.0000000000000002,1.2000000000000002,31.0,39.0,-8.0,26.0,32.0,30.0,2.0,37.0,10.4,5.6,7.2,12.4,6.6,5.4
2003-2004_Fulham_Man United,2003-2004,26,2004-02-28,Fulham,Man United,1,1,D,0.0,1.0,A,7.0,13.0,3.0,7.0,4.0,3.0,13.0,19.0,1.0,3.0,0.0,0.0,1,1,1.4,1.8,1.0,1.2,1.8,2.4,1.0,1.6,0.8,2.0,2.0,1.4,7.0,7.0,1500.5750793659688,0,1754.153947637524,0.9603615213781499,1.1298600018081497,Fulham vs Man United,5,1.6,2.2,0.3,-0.6000000000000001,0.0,38.0,37.0,1.0,35.0,50.0,24.0,26.0,57.0,12.4,7.0,5.8,18.6,8.4,8.4
2003-2004_Leicester_Wolves,2003-2004,26,2004-02-28,Leicester,Wolves,0,0,D,0.0,0.0,D,10.0,6.0,6.0,3.0,6.0,3.0,7.0,9.0,0.0,1.0,0.0,0.0,1,1,0.4,0.6,2.6,2.4,0.4,0.2,1.8,3.2,0.6,1.0,1.8,1.0,6.0,7.0,1407.6046063352644,0,1425.8767262665174,1.0873701184718907,1.0309230430378609,Leicester vs Wolves,1,3.0,4.0,0.0,-1.4000000000000001,-0.8,37.0,51.0,-14.0,22.0,24.0,52.0,-28.0,23.0,12.6,8.4,4.6,10.4,6.0,6.0
2003-2004_Man City_Chelsea,2003-2004,26,2004-02-28,Man City,Chelsea,0,1,A,0.0,0.0,D,14.0,9.0,4.0,4.0,7.0,1.0,8.0,11.0,0.0,1.0,0.0,0.0,0,3,1.0,2.4,1.0,1.2,1.0,2.4,1.2,1.2,1.0,1.4,0.8,2.0,7.0,7.0,1475.5167501918568,0,1701.1816156557006,1.0233009914484459,1.0075883658809714,Man City vs Chelsea,5,0.4,2.6,0.0,0.0,0.5999999999999999,36.0,38.0,-2.0,27.0,47.0,21.0,26.0,55.0,12.6,8.6,6.6,13.8,6.4,7.4
2003-2004_Leeds_Liverpool,2003-2004,26,2004-02-29,Leeds,Liverpool,2,2,D,2.0,2.0,D,12.0,22.0,6.0,13.0,6.0,8.0,13.0,11.0,0.0,1.0,0.0,0.0,1,1,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.8,0.8,1.2,1.2,1.2,8.0,18.0,1409.373619325844,0,1622.992069243141,1.0734240525904515,0.9811186673634398,Leeds vs Liverpool,5,0.6,2.4,0.1,-0.6000000000000001,0.0,24.0,51.0,-27.0,21.0,36.0,27.0,9.0,38.0,10.6,5.0,6.8,13.6,7.2,6.0
2003-2004_Portsmouth_Newcastle,2003-2004,26,2004-02-29,Portsmouth,Newcastle,1,1,D,0.0,1.0,A,18.0,5.0,8.0,2.0,8.0,6.0,9.0,9.0,2.0,2.0,0.0,0.0,1,1,1.4,0.6,1.2,0.6,1.4,1.0,1.4,1.8,0.8,2.0,1.0,2.2,18.0,8.0,1426.9515174466783,0,1638.1060636944167,0.9973717018908365,1.016629095132035,Portsmouth vs Newcastle,1,0.0,3.0,0.0,-0.40000000000000013,1.0,28.0,39.0,-11.0,23.0,37.0,27.0,10.0,41.0,12.6,7.0,4.8,11.8,7.2,6.4
